[2026-05-30T04:23:15.285Z] GET http://localhost:3002/__nextjs_original-stack-frame?isServer=true&isEdgeServer=false&isAppDirectory=false&errorMessage=Error%3A+Module+not+found%3A+Can%27t+resolve+%27crypto%27%0A%0Ahttps%3A%2F%2Fnextjs.org%2Fdocs%2Fmessages%2Fmodule-not-found%0A%0AImport+trace+for+requested+module%3A%0A.%2Fnode_modules%2Fnext-auth%2Fcore%2Findex.js%0A.%2Fnode_modules%2Fnext-auth%2Fnext%2Findex.js%0A.%2Fnode_modules%2Fnext-auth%2Findex.js%0A.%2Fsrc%2Fapp%2Fapi%2Fauth%2F%5B...nextauth%5D%2Froute.ts%0A.%2Fnode_modules%2Fnext%2Fdist%2Fbuild%2Fwebpack%2Floaders%2Fnext-edge-app-route-loader%2Findex.js%3FabsolutePagePath%3D%252FUsers%252FEven%252FDocuments%252FClaude%252FProjects%252FPoint%2520Asia%252Fpaxis%252Fsrc%252Fapp%252Fapi%252Fauth%252F%255B...nextauth%255D%252Froute.ts%26page%3D%252Fapi%252Fauth%252F%255B...nextauth%255D%252Froute%26appDirLoader%3DbmV4dC1hcHAtbG9hZGVyP25hbWU9YXBwJTJGYXBpJTJGYXV0aCUyRiU1Qi4uLm5leHRhdXRoJTVEJTJGcm91dGUmcGFnZT0lMkZhcGklMkZhdXRoJTJGJTVCLi4ubmV4dGF1dGglNUQlMkZyb3V0ZSZhcHBQYXRocz0mcGFnZVBhdGg9cHJpdmF0ZS1uZXh0LWFwcC1kaXIlMkZhcGklMkZhdXRoJTJGJTVCLi4ubmV4dGF1dGglNUQlMkZyb3V0ZS50cyZhcHBEaXI9JTJGVXNlcnMlMkZFdmVuJTJGRG9jdW1lbnRzJTJGQ2xhdWRlJTJGUHJvamVjdHMlMkZQb2ludCUyMEFzaWElMkZwYXhpcyUyRnNyYyUyRmFwcCZwYWdlRXh0ZW5zaW9ucz10c3gmcGFnZUV4dGVuc2lvbnM9dHMmcGFnZUV4dGVuc2lvbnM9anN4JnBhZ2VFeHRlbnNpb25zPWpzJnJvb3REaXI9JTJGVXNlcnMlMkZFdmVuJTJGRG9jdW1lbnRzJTJGQ2xhdWRlJTJGUHJvamVjdHMlMkZQb2ludCUyMEFzaWElMkZwYXhpcyZpc0Rldj10cnVlJnRzY29uZmlnUGF0aD10c2NvbmZpZy5qc29uJmJhc2VQYXRoPSZhc3NldFByZWZpeD0mbmV4dENvbmZpZ091dHB1dD0mcHJlZmVycmVkUmVnaW9uPSZtaWRkbGV3YXJlQ29uZmlnPWUzMCUzRCE%253D%26nextConfigOutput%3D%26preferredRegion%3D%26middlewareConfig%3De30%253D%21&file=file%3A%2F%2F%2FUsers%2FEven%2FDocuments%2FClaude%2FProjects%2FPoint+Asia%2Fpaxis%2Fnode_modules%2Fnext%2Fdist%2Fbuild%2Fwebpack%2Fplugins%2Fwellknown-errors-plugin%2Findex.js&methodName=async&arguments=&lineNumber=27&column=21 → 200 (2ms, 24B)
[2026-05-30T04:23:48.731Z] GET http://localhost:3002/_next/static/webpack/058673be51366702.webpack.hot-update.json → 404 (97ms, ?B)
[2026-05-30T04:23:48.779Z] GET http://localhost:3002/login → pending (?ms, ?B)
[2026-05-30T04:23:48.828Z] GET http://localhost:3002/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (?ms, ?B)
[2026-05-30T04:23:48.828Z] GET http://localhost:3002/login → 200 (14ms, 7283B)
[2026-05-30T04:23:48.844Z] GET http://localhost:3002/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (?ms, ?B)
[2026-05-30T04:23:48.844Z] GET http://localhost:3002/_next/static/css/css-src_app_globals_css-node_modules_next_font_google_target_css.css?v=1780115028833 → 200 (4ms, 24060B)
[2026-05-30T04:23:48.844Z] GET http://localhost:3002/_next/static/chunks/webpack.js?v=1780115028833 → 200 (4ms, 56483B)
[2026-05-30T04:23:48.844Z] GET http://localhost:3002/_next/static/chunks/main-app.js?v=1780115028833 → pending (?ms, ?B)
[2026-05-30T04:23:48.845Z] GET http://localhost:3002/_next/static/chunks/app-pages-internals.js → 200 (4ms, 132800B)
[2026-05-30T04:23:48.845Z] GET http://localhost:3002/_next/static/chunks/app/login/page.js → 200 (9ms, 362476B)
[2026-05-30T04:23:48.845Z] GET http://localhost:3002/_next/static/chunks/app/layout.js → 200 (9ms, 366760B)
[2026-05-30T04:23:49.067Z] GET http://localhost:3002/api/auth/session → 200 (583ms, 91B)
[2026-05-30T04:23:49.067Z] GET http://localhost:3002/api/auth/session → 200 (579ms, 91B)
[2026-05-30T04:23:56.998Z] GET http://localhost:3002/login → 200 (28ms, 7283B)
[2026-05-30T04:23:57.028Z] GET http://localhost:3002/_next/static/media/e4af272ccee01ff0-s.p.woff2 → 200 (?ms, ?B)
[2026-05-30T04:23:57.028Z] GET http://localhost:3002/_next/static/css/css-src_app_globals_css-node_modules_next_font_google_target_css.css?v=1780115037002 → 200 (1ms, 24060B)
[2026-05-30T04:23:57.028Z] GET http://localhost:3002/_next/static/chunks/webpack.js?v=1780115037002 → 200 (4ms, 56483B)
[2026-05-30T04:23:57.028Z] GET http://localhost:3002/_next/static/chunks/main-app.js?v=1780115037002 → 200 (80ms, 5999807B)
[2026-05-30T04:23:57.028Z] GET http://localhost:3002/_next/static/chunks/app-pages-internals.js → 200 (4ms, 132800B)
[2026-05-30T04:23:57.028Z] GET http://localhost:3002/_next/static/chunks/app/login/page.js → 200 (9ms, 362476B)
[2026-05-30T04:23:57.028Z] GET http://localhost:3002/_next/static/chunks/app/layout.js → 200 (14ms, 366760B)
[2026-05-30T04:23:57.252Z] GET http://localhost:3002/api/auth/session → 200 (19ms, 91B)
[2026-05-30T04:23:57.253Z] GET http://localhost:3002/api/auth/session → 200 (8ms, 91B)
[2026-05-30T04:24:03.862Z] GET http://localhost:3002/api/auth/providers → 200 (14ms, 210B)
